Date, Water Level, Humidity (%), Tempurature (F)
2017-Aug-09 00:30:08, 425.0, 68.0, 69.8
2017-Aug-09 00:45:13, 419.0, 67.0, 69.8
2017-Aug-09 01:00:13, 413.0, 66.0, 69.8
2017-Aug-09 01:15:12, 413.0, 68.0, 69.8
2017-Aug-09 01:30:13, 411.0, 69.0, 68.0
2017-Aug-09 01:45:13, 410.0, 69.0, 68.0
2017-Aug-09 02:00:13, 408.0, 70.0, 68.0
2017-Aug-09 02:15:13, 407.0, 70.0, 68.0
2017-Aug-09 02:30:13, 405.0, 71.0, 68.0
2017-Aug-09 02:45:13, 402.0, 71.0, 68.0
2017-Aug-09 03:00:13, 401.0, 71.0, 66.2
2017-Aug-09 03:15:12, 405.0, 71.0, 66.2
2017-Aug-09 03:30:13, 404.0, 71.0, 66.2
2017-Aug-09 03:45:13, 397.0, 71.0, 66.2
2017-Aug-09 04:00:13, 394.0, 71.0, 66.2
2017-Aug-09 04:15:13, 395.0, 71.0, 66.2
2017-Aug-09 04:30:13, 394.0, 71.0, 66.2
2017-Aug-09 04:45:13, 393.0, 71.0, 66.2
2017-Aug-09 05:00:13, 393.0, 71.0, 66.2
2017-Aug-09 05:15:12, 392.0, 71.0, 66.2
2017-Aug-09 05:30:13, 390.0, 71.0, 66.2
2017-Aug-09 05:45:13, 389.0, 71.0, 66.2
2017-Aug-09 06:00:13, 388.0, 72.0, 64.4
2017-Aug-09 06:15:13, 387.0, 73.0, 64.4
2017-Aug-09 06:30:13, 390.0, 73.0, 64.4
2017-Aug-09 06:45:13, 385.0, 72.0, 64.4
2017-Aug-09 07:00:13, 384.0, 72.0, 64.4
2017-Aug-09 07:15:12, 383.0, 72.0, 64.4
2017-Aug-09 07:30:13, 382.0, 72.0, 64.4
2017-Aug-09 07:45:13, 381.0, 72.0, 64.4
2017-Aug-09 08:00:13, 381.0, 72.0, 62.6
2017-Aug-09 08:15:13, 378.0, 72.0, 62.6
2017-Aug-09 08:30:13, 379.0, 72.0, 64.4
2017-Aug-09 08:45:13, 378.0, 73.0, 62.6
2017-Aug-09 09:00:13, 377.0, 73.0, 62.6
2017-Aug-09 09:15:12, 378.0, 73.0, 62.6
2017-Aug-09 09:30:13, 377.0, 72.0, 64.4
2017-Aug-09 09:45:13, 383.0, 71.0, 66.2
2017-Aug-09 10:00:13, 385.0, 70.0, 66.2
2017-Aug-09 10:15:13, 389.0, 70.0, 66.2
2017-Aug-09 10:30:13, 389.0, 70.0, 66.2
2017-Aug-09 10:45:16, 390.0, 71.0, 66.2
2017-Aug-09 11:00:13, 389.0, 71.0, 66.2
2017-Aug-09 11:15:13, 389.0, 72.0, 68.0
2017-Aug-09 11:30:13, 389.0, 72.0, 68.0
2017-Aug-09 11:45:13, 390.0, 72.0, 68.0
2017-Aug-09 12:00:13, 389.0, 71.0, 68.0
2017-Aug-09 12:15:13, 391.0, 72.0, 68.0
2017-Aug-09 12:30:13, 389.0, 72.0, 68.0
2017-Aug-09 12:45:13, 389.0, 72.0, 68.0
2017-Aug-09 13:00:13, 390.0, 73.0, 68.0
2017-Aug-09 13:15:13, 390.0, 72.0, 69.8
2017-Aug-09 13:30:13, 390.0, 73.0, 69.8
2017-Aug-09 13:45:13, 390.0, 73.0, 69.8
2017-Aug-09 14:00:13, 390.0, 73.0, 69.8
2017-Aug-09 14:15:12, 390.0, 73.0, 69.8
2017-Aug-09 14:30:13, 392.0, 69.0, 71.6
2017-Aug-09 14:45:13, 392.0, 71.0, 71.6
2017-Aug-09 15:00:13, 391.0, 70.0, 71.6
2017-Aug-09 15:15:13, 392.0, 68.0, 73.4
2017-Aug-09 15:30:13, 392.0, 64.0, 73.4
2017-Aug-09 15:45:13, 391.0, 64.0, 73.4
2017-Aug-09 16:00:13, 392.0, 63.0, 73.4
2017-Aug-09 16:15:12, 392.0, 65.0, 73.4
2017-Aug-09 16:30:13, 392.0, 64.0, 73.4
2017-Aug-09 16:45:13, 392.0, 64.0, 73.4
2017-Aug-09 17:00:13, 392.0, 64.0, 73.4
2017-Aug-09 17:15:13, 392.0, 64.0, 73.4
2017-Aug-09 17:30:13, 391.0, 64.0, 73.4
2017-Aug-09 17:45:13, 390.0, 64.0, 73.4
2017-Aug-09 18:00:13, 389.0, 64.0, 73.4
2017-Aug-09 18:15:13, 388.0, 64.0, 73.4
2017-Aug-09 18:30:13, 389.0, 64.0, 73.4
2017-Aug-09 18:45:13, 387.0, 64.0, 73.4
2017-Aug-09 19:00:13, 387.0, 64.0, 73.4
2017-Aug-09 19:15:13, 386.0, 65.0, 73.4
2017-Aug-09 19:30:13, 386.0, 65.0, 73.4
2017-Aug-09 19:45:13, 384.0, 67.0, 71.6
2017-Aug-09 20:00:13, 384.0, 66.0, 71.6
2017-Aug-09 20:15:13, 382.0, 68.0, 71.6
2017-Aug-09 20:30:13, 382.0, 68.0, 71.6
2017-Aug-09 20:45:13, 381.0, 69.0, 71.6
2017-Aug-09 21:00:13, 380.0, 69.0, 71.6
2017-Aug-09 21:15:13, 380.0, 68.0, 71.6
2017-Aug-09 21:30:13, 383.0, 69.0, 71.6
2017-Aug-09 21:45:13, 378.0, 69.0, 71.6
2017-Aug-09 22:00:13, 380.0, 69.0, 71.6
2017-Aug-09 22:15:13, 377.0, 69.0, 71.6
2017-Aug-09 22:30:13, 374.0, 69.0, 69.8
2017-Aug-09 22:45:13, 372.0, 69.0, 69.8
2017-Aug-09 23:00:13, 372.0, 70.0, 69.8
2017-Aug-09 23:15:13, 370.0, 70.0, 69.8
2017-Aug-09 23:30:13, 369.0, 70.0, 71.6
2017-Aug-09 23:45:13, 368.0, 70.0, 69.8
2017-Aug-10 00:00:13, 367.0, 70.0, 69.8
2017-Aug-10 00:15:12, 362.0, 70.0, 69.8
2017-Aug-10 00:30:13, 365.0, 70.0, 69.8
2017-Aug-10 00:45:13, 363.0, 70.0, 69.8
2017-Aug-10 01:00:13, 364.0, 70.0, 69.8
2017-Aug-10 01:15:13, 361.0, 70.0, 69.8
2017-Aug-10 01:30:13, 360.0, 70.0, 69.8
2017-Aug-10 01:45:13, 362.0, 70.0, 69.8
2017-Aug-10 02:00:13, 359.0, 70.0, 69.8
2017-Aug-10 02:15:13, 358.0, 72.0, 68.0
2017-Aug-10 02:30:13, 357.0, 71.0, 68.0
2017-Aug-10 02:45:13, 356.0, 71.0, 68.0
2017-Aug-10 03:00:13, 355.0, 72.0, 68.0
2017-Aug-10 03:15:13, 353.0, 72.0, 68.0
2017-Aug-10 03:30:13, 352.0, 72.0, 68.0
2017-Aug-10 03:45:13, 351.0, 72.0, 68.0
2017-Aug-10 04:00:13, 353.0, 72.0, 68.0
2017-Aug-10 04:15:12, 348.0, 72.0, 68.0
2017-Aug-10 04:30:13, 346.0, 72.0, 68.0
2017-Aug-10 04:45:13, 345.0, 72.0, 68.0
2017-Aug-10 05:00:13, 344.0, 72.0, 68.0
2017-Aug-10 05:15:13, 340.0, 72.0, 66.2
2017-Aug-10 05:30:13, 341.0, 72.0, 66.2
2017-Aug-10 05:45:13, 341.0, 72.0, 66.2
2017-Aug-10 06:00:13, 341.0, 72.0, 66.2
2017-Aug-10 06:15:13, 339.0, 72.0, 66.2
2017-Aug-10 06:30:13, 338.0, 72.0, 66.2
2017-Aug-10 06:45:13, 333.0, 72.0, 66.2
2017-Aug-10 07:00:13, 334.0, 72.0, 66.2
2017-Aug-10 07:15:13, 333.0, 72.0, 66.2
2017-Aug-10 07:30:12, 333.0, 72.0, 66.2
2017-Aug-10 07:45:13, 332.0, 72.0, 66.2
2017-Aug-10 08:00:13, 332.0, 72.0, 66.2
2017-Aug-10 08:15:13, 335.0, 72.0, 66.2
2017-Aug-10 08:30:15, 330.0, 72.0, 66.2
2017-Aug-10 08:45:13, 327.0, 72.0, 66.2
2017-Aug-10 09:00:13, 327.0, 72.0, 66.2
2017-Aug-10 09:15:13, 332.0, 72.0, 66.2
2017-Aug-10 09:30:13, 327.0, 72.0, 66.2
2017-Aug-10 09:45:13, 326.0, 73.0, 66.2
2017-Aug-10 10:00:13, 326.0, 73.0, 66.2
2017-Aug-10 10:15:13, 326.0, 73.0, 66.2
2017-Aug-10 10:30:13, 326.0, 73.0, 66.2
2017-Aug-10 10:45:13, 326.0, 72.0, 68.0
2017-Aug-10 11:00:13, 325.0, 72.0, 68.0
2017-Aug-10 11:15:13, 326.0, 72.0, 68.0
2017-Aug-10 11:30:13, 328.0, 71.0, 69.8
2017-Aug-10 11:45:13, 324.0, 70.0, 69.8
2017-Aug-10 12:00:13, 326.0, 71.0, 69.8
2017-Aug-10 12:15:13, 325.0, 70.0, 69.8
2017-Aug-10 12:30:13, 322.0, 69.0, 69.8
2017-Aug-10 12:45:13, 325.0, 66.0, 69.8
2017-Aug-10 13:00:13, 325.0, 67.0, 69.8
2017-Aug-10 13:15:13, 327.0, 66.0, 71.6
2017-Aug-10 13:30:13, 324.0, 68.0, 69.8
2017-Aug-10 13:45:13, 325.0, 68.0, 71.6
2017-Aug-10 14:00:13, 325.0, 69.0, 71.6
2017-Aug-10 14:15:13, 328.0, 68.0, 71.6
2017-Aug-10 14:30:13, 328.0, 66.0, 71.6
2017-Aug-10 14:45:13, 328.0, 65.0, 71.6
2017-Aug-10 15:00:13, 327.0, 65.0, 73.4
2017-Aug-10 15:15:13, 325.0, 65.0, 73.4
2017-Aug-10 15:30:13, 326.0, 63.0, 73.4
2017-Aug-10 15:45:13, 332.0, 62.0, 73.4
2017-Aug-10 16:00:13, 326.0, 63.0, 73.4
2017-Aug-10 16:15:13, 325.0, 62.0, 73.4
2017-Aug-10 16:30:13, 326.0, 62.0, 73.4
2017-Aug-10 16:45:13, 324.0, 62.0, 73.4
2017-Aug-10 17:00:13, 325.0, 61.0, 73.4
2017-Aug-10 17:15:13, 320.0, 61.0, 73.4
2017-Aug-10 17:30:13, 326.0, 61.0, 73.4
2017-Aug-10 17:45:13, 325.0, 63.0, 71.6
2017-Aug-10 18:00:13, 315.0, 64.0, 71.6
2017-Aug-10 18:15:13, 317.0, 64.0, 71.6
2017-Aug-10 18:30:13, 315.0, 66.0, 71.6
2017-Aug-10 18:45:13, 315.0, 67.0, 71.6
2017-Aug-10 19:00:13, 317.0, 68.0, 69.8
2017-Aug-10 19:15:13, 314.0, 68.0, 69.8
2017-Aug-10 19:30:13, 315.0, 68.0, 69.8
2017-Aug-10 19:45:13, 314.0, 68.0, 69.8
2017-Aug-10 20:00:13, 315.0, 69.0, 69.8
2017-Aug-10 20:15:13, 313.0, 68.0, 69.8
2017-Aug-10 20:30:13, 313.0, 69.0, 69.8
2017-Aug-10 20:45:13, 312.0, 69.0, 69.8
2017-Aug-10 21:00:13, 310.0, 69.0, 71.6
2017-Aug-10 21:15:13, 311.0, 69.0, 71.6
2017-Aug-10 21:30:13, 313.0, 69.0, 71.6
2017-Aug-10 21:45:13, 310.0, 69.0, 71.6
2017-Aug-10 22:00:13, 310.0, 69.0, 71.6
2017-Aug-10 22:15:13, 309.0, 68.0, 71.6
2017-Aug-10 22:30:13, 309.0, 68.0, 71.6
2017-Aug-10 22:45:13, 304.0, 68.0, 71.6
2017-Aug-10 23:00:13, 311.0, 68.0, 71.6
2017-Aug-10 23:15:13, 306.0, 68.0, 71.6
2017-Aug-10 23:30:13, 308.0, 68.0, 71.6
2017-Aug-10 23:45:13, 307.0, 68.0, 71.6
2017-Aug-11 00:00:13, 307.0, 68.0, 71.6
2017-Aug-11 00:15:13, 306.0, 69.0, 71.6
2017-Aug-11 00:30:13, 305.0, 69.0, 71.6
2017-Aug-11 00:45:13, 303.0, 69.0, 71.6
2017-Aug-11 01:00:13, 293.0, 69.0, 69.8
2017-Aug-11 01:15:13, 299.0, 69.0, 69.8
2017-Aug-11 01:30:13, 299.0, 70.0, 69.8
2017-Aug-11 01:45:13, 298.0, 70.0, 69.8
2017-Aug-11 02:00:13, 298.0, 70.0, 69.8
2017-Aug-11 02:15:13, 298.0, 70.0, 69.8
2017-Aug-11 02:30:13, 296.0, 70.0, 69.8
2017-Aug-11 02:45:13, 298.0, 70.0, 69.8
2017-Aug-11 03:00:13, 295.0, 70.0, 69.8
2017-Aug-11 03:15:13, 272.0, 70.0, 69.8
2017-Aug-11 03:30:13, 269.0, 70.0, 69.8
2017-Aug-11 03:45:13, 269.0, 70.0, 69.8
2017-Aug-11 04:00:13, 286.0, 70.0, 69.8
2017-Aug-11 04:15:13, 267.0, 71.0, 69.8
2017-Aug-11 04:30:13, 266.0, 70.0, 69.8
2017-Aug-11 04:45:13, 265.0, 70.0, 69.8
2017-Aug-11 05:00:13, 283.0, 71.0, 69.8
2017-Aug-11 05:15:13, 280.0, 71.0, 69.8
2017-Aug-11 05:30:13, 273.0, 71.0, 69.8
2017-Aug-11 05:45:13, 273.0, 72.0, 69.8
2017-Aug-11 06:00:13, 270.0, 72.0, 69.8
2017-Aug-11 06:15:13, 269.0, 72.0, 69.8
2017-Aug-11 06:30:13, 266.0, 72.0, 69.8
2017-Aug-11 06:45:13, 266.0, 73.0, 69.8
2017-Aug-11 07:00:13, 265.0, 73.0, 69.8
2017-Aug-11 07:15:13, 264.0, 73.0, 69.8
2017-Aug-11 07:30:13, 263.0, 73.0, 69.8
2017-Aug-11 07:45:13, 262.0, 73.0, 69.8
2017-Aug-11 08:00:13, 262.0, 74.0, 69.8
2017-Aug-11 08:15:13, 261.0, 74.0, 69.8
2017-Aug-11 08:30:16, 260.0, 76.0, 69.8
2017-Aug-11 08:45:13, 260.0, 75.0, 69.8
2017-Aug-11 09:00:13, 253.0, 76.0, 69.8
2017-Aug-11 09:15:13, 259.0, 78.0, 69.8
2017-Aug-11 09:30:13, 258.0, 78.0, 69.8
2017-Aug-11 09:45:13, 257.0, 80.0, 68.0
2017-Aug-11 10:00:13, 256.0, 79.0, 69.8
2017-Aug-11 10:15:12, 256.0, 79.0, 69.8
2017-Aug-11 10:30:13, 254.0, 79.0, 69.8
2017-Aug-11 10:45:13, 254.0, 80.0, 69.8
2017-Aug-11 11:00:13, 253.0, 80.0, 69.8
2017-Aug-11 11:15:13, 252.0, 80.0, 69.8
2017-Aug-11 11:30:13, 252.0, 80.0, 69.8
2017-Aug-11 11:45:13, 251.0, 80.0, 69.8
2017-Aug-11 12:00:13, 251.0, 80.0, 69.8
2017-Aug-11 12:15:12, 250.0, 80.0, 69.8
2017-Aug-11 12:30:13, 250.0, 79.0, 69.8
2017-Aug-11 12:45:13, 249.0, 80.0, 69.8
2017-Aug-11 13:00:13, 248.0, 80.0, 69.8
2017-Aug-11 13:15:13, 251.0, 80.0, 69.8
2017-Aug-11 13:30:13, 248.0, 82.0, 69.8
2017-Aug-11 13:45:13, 248.0, 79.0, 69.8
2017-Aug-11 14:00:12, 249.0, 80.0, 69.8
2017-Aug-11 14:15:13, 246.0, 80.0, 69.8
2017-Aug-11 14:30:13, 247.0, 80.0, 69.8
2017-Aug-11 14:45:13, 247.0, 80.0, 69.8
2017-Aug-11 15:00:13, 246.0, 82.0, 69.8
2017-Aug-11 15:15:13, 246.0, 85.0, 69.8
2017-Aug-11 15:30:13, 246.0, 85.0, 69.8
2017-Aug-11 15:45:13, 246.0, 82.0, 69.8
2017-Aug-11 16:00:13, 245.0, 80.0, 69.8
2017-Aug-11 16:15:13, 244.0, 82.0, 69.8
2017-Aug-11 16:30:13, 244.0, 82.0, 69.8
2017-Aug-11 16:45:13, 243.0, 84.0, 69.8
2017-Aug-11 17:00:13, 242.0, 84.0, 69.8
2017-Aug-11 17:15:13, 241.0, 82.0, 69.8
2017-Aug-11 17:30:16, 215.0, 79.0, 69.8
2017-Aug-11 17:45:13, 224.0, 79.0, 69.8
2017-Aug-11 18:00:18, 227.0, 79.0, 69.8
2017-Aug-11 18:15:13, 226.0, 79.0, 69.8
2017-Aug-11 18:30:13, 224.0, 79.0, 69.8
2017-Aug-11 18:45:13, 222.0, 79.0, 69.8
2017-Aug-11 19:00:15, 220.0, 79.0, 69.8
2017-Aug-11 19:15:16, 231.0, 81.0, 68.0
2017-Aug-11 19:30:13, 228.0, 81.0, 68.0
2017-Aug-11 19:45:13, 226.0, 81.0, 68.0
2017-Aug-11 20:00:16, 225.0, 80.0, 68.0
2017-Aug-11 20:15:13, 225.0, 80.0, 68.0
2017-Aug-11 20:30:16, 224.0, 80.0, 68.0
2017-Aug-11 20:45:13, 224.0, 80.0, 68.0
2017-Aug-11 21:00:13, 223.0, 81.0, 68.0
2017-Aug-11 21:15:13, 222.0, 80.0, 68.0
2017-Aug-11 21:30:13, 221.0, 80.0, 68.0
2017-Aug-11 21:45:13, 221.0, 80.0, 68.0
2017-Aug-11 22:00:13, 220.0, 81.0, 68.0
2017-Aug-11 22:15:13, 219.0, 81.0, 68.0
2017-Aug-11 22:30:13, 218.0, 81.0, 68.0
2017-Aug-11 22:45:13, 218.0, 81.0, 68.0
2017-Aug-11 23:00:18, 216.0, 83.0, 68.0
2017-Aug-11 23:15:16, 217.0, 85.0, 66.2
2017-Aug-11 23:30:13, 215.0, 85.0, 66.2
2017-Aug-11 23:45:13, 215.0, 85.0, 68.0
2017-Aug-12 00:00:13, 209.0, 83.0, 68.0
2017-Aug-12 00:15:13, 208.0, 83.0, 68.0
2017-Aug-12 00:30:13, 206.0, 83.0, 68.0
2017-Aug-12 00:45:16, 205.0, 83.0, 66.2
2017-Aug-12 01:00:13, 204.0, 83.0, 66.2
2017-Aug-12 01:15:16, 204.0, 83.0, 66.2
2017-Aug-12 01:30:13, 202.0, 83.0, 66.2
2017-Aug-12 01:45:13, 203.0, 83.0, 66.2
2017-Aug-12 02:00:13, 202.0, 83.0, 66.2
2017-Aug-12 02:15:13, 200.0, 83.0, 66.2
2017-Aug-12 02:30:12, 200.0, 83.0, 66.2
2017-Aug-12 02:45:15, 200.0, 83.0, 66.2
2017-Aug-12 03:00:13, 199.0, 83.0, 66.2
2017-Aug-12 03:15:13, 199.0, 83.0, 66.2
2017-Aug-12 03:30:13, 198.0, 83.0, 66.2
2017-Aug-12 03:45:13, 197.0, 85.0, 66.2
2017-Aug-12 04:00:13, 197.0, 83.0, 66.2
2017-Aug-12 04:15:15, 199.0, 83.0, 66.2
2017-Aug-12 04:30:13, 196.0, 83.0, 66.2
2017-Aug-12 04:45:13, 197.0, 83.0, 66.2
2017-Aug-12 05:00:13, 197.0, 83.0, 66.2
2017-Aug-12 05:15:13, 194.0, 83.0, 66.2
2017-Aug-12 05:30:13, 194.0, 85.0, 66.2
2017-Aug-12 05:45:13, 194.0, 85.0, 66.2
2017-Aug-12 06:00:13, 192.0, 85.0, 66.2
2017-Aug-12 06:15:13, 192.0, 85.0, 66.2
2017-Aug-12 06:30:13, 193.0, 85.0, 66.2
2017-Aug-12 06:45:13, 192.0, 86.0, 64.4
2017-Aug-12 07:00:13, 191.0, 85.0, 66.2
2017-Aug-12 07:15:13, 190.0, 171.0, 48.2
2017-Aug-12 07:30:13, 190.0, 87.0, 64.4
2017-Aug-12 07:45:13, 190.0, 86.0, 66.2
2017-Aug-12 08:00:16, 188.0, 86.0, 66.2
2017-Aug-12 08:15:13, 188.0, 86.0, 66.2
2017-Aug-12 08:30:13, 192.0, 90.0, 64.4
2017-Aug-12 08:45:15, 187.0, 92.0, 64.4
2017-Aug-12 09:00:13, 188.0, 90.0, 64.4
2017-Aug-12 09:15:13, 187.0, 92.0, 64.4
2017-Aug-12 09:30:13, 187.0, 92.0, 64.4
2017-Aug-12 09:45:13, 187.0, 92.0, 64.4
2017-Aug-12 10:00:16, 187.0, 91.0, 66.2
2017-Aug-12 10:15:13, 187.0, 91.0, 66.2
2017-Aug-12 10:30:13, 187.0, 91.0, 66.2
2017-Aug-12 10:45:13, 188.0, 91.0, 66.2
2017-Aug-12 11:00:13, 189.0, 89.0, 68.0
2017-Aug-12 11:15:13, 189.0, 86.0, 68.0
2017-Aug-12 11:30:16, 191.0, 89.0, 68.0
2017-Aug-12 11:45:13, 192.0, 89.0, 68.0
2017-Aug-12 12:00:13, 193.0, 89.0, 68.0
2017-Aug-12 12:15:13, 193.0, 86.0, 68.0
2017-Aug-12 12:30:13, 193.0, 86.0, 68.0
2017-Aug-12 12:45:13, 194.0, 85.0, 69.8
2017-Aug-12 13:00:12, 194.0, 84.0, 69.8
2017-Aug-12 13:15:13, 194.0, 80.0, 69.8
2017-Aug-12 13:30:13, 199.0, 82.0, 69.8
2017-Aug-12 13:45:13, 196.0, 82.0, 69.8
2017-Aug-12 14:00:21, 195.0, 80.0, 69.8
2017-Aug-12 14:15:13, 195.0, 80.0, 69.8
2017-Aug-12 14:30:15, 196.0, 82.0, 69.8
2017-Aug-12 14:45:13, 196.0, 80.0, 69.8
2017-Aug-12 15:00:13, 197.0, 82.0, 69.8
2017-Aug-12 15:15:13, 196.0, 80.0, 71.6
2017-Aug-12 15:30:13, 196.0, 80.0, 71.6
2017-Aug-12 15:45:16, 196.0, 80.0, 71.6
2017-Aug-12 16:00:13, 197.0, 80.0, 71.6
2017-Aug-12 16:15:13, 197.0, 80.0, 71.6
2017-Aug-12 16:30:15, 197.0, 79.0, 71.6
2017-Aug-12 16:45:13, 197.0, 79.0, 71.6
2017-Aug-12 17:00:13, 197.0, 79.0, 71.6
2017-Aug-12 17:15:13, 197.0, 79.0, 71.6
2017-Aug-12 17:30:16, 196.0, 75.0, 71.6
2017-Aug-12 17:45:13, 196.0, 75.0, 71.6
2017-Aug-12 18:00:15, 197.0, 73.0, 71.6
2017-Aug-12 18:15:13, 196.0, 73.0, 71.6
2017-Aug-12 18:30:20, 196.0, 73.0, 71.6
2017-Aug-12 18:45:16, 195.0, 73.0, 71.6
2017-Aug-12 19:00:13, 195.0, 73.0, 71.6
2017-Aug-12 19:15:13, 194.0, 75.0, 71.6
2017-Aug-12 19:30:13, 194.0, 74.0, 71.6
2017-Aug-12 19:45:13, 193.0, 75.0, 71.6
2017-Aug-12 20:00:13, 192.0, 75.0, 69.8
2017-Aug-12 20:15:13, 190.0, 75.0, 69.8
2017-Aug-12 20:30:13, 191.0, 74.0, 69.8
2017-Aug-12 20:45:13, 190.0, 73.0, 69.8
2017-Aug-12 21:00:13, 190.0, 73.0, 69.8
2017-Aug-12 21:15:13, 189.0, 74.0, 69.8
2017-Aug-12 21:30:13, 188.0, 74.0, 69.8
2017-Aug-12 21:45:13, 187.0, 75.0, 69.8
2017-Aug-12 22:00:15, 187.0, 76.0, 68.0
2017-Aug-12 22:15:12, 185.0, 75.0, 68.0
2017-Aug-12 22:30:18, 183.0, 75.0, 69.8
2017-Aug-12 22:45:13, 183.0, 76.0, 68.0
2017-Aug-12 23:00:13, 181.0, 76.0, 68.0
2017-Aug-12 23:15:13, 180.0, 76.0, 68.0
2017-Aug-12 23:30:16, 180.0, 76.0, 68.0
2017-Aug-12 23:45:13, 178.0, 75.0, 68.0
2017-Aug-13 00:00:13, 177.0, 76.0, 68.0
2017-Aug-13 00:15:13, 176.0, 75.0, 68.0
2017-Aug-13 00:30:18, 177.0, 76.0, 68.0
2017-Aug-13 00:45:13, 176.0, 76.0, 68.0
2017-Aug-13 01:00:13, 174.0, 77.0, 68.0
2017-Aug-13 01:15:18, 175.0, 76.0, 66.2
2017-Aug-13 01:30:13, 173.0, 76.0, 66.2
2017-Aug-13 01:45:13, 172.0, 77.0, 66.2
2017-Aug-13 02:00:13, 170.0, 76.0, 66.2
2017-Aug-13 02:15:16, 170.0, 77.0, 66.2
2017-Aug-13 02:30:13, 170.0, 76.0, 66.2
2017-Aug-13 02:45:13, 169.0, 77.0, 66.2
2017-Aug-13 03:00:13, 168.0, 77.0, 66.2
2017-Aug-13 03:15:16, 168.0, 77.0, 66.2
2017-Aug-13 03:30:16, 166.0, 77.0, 66.2
2017-Aug-13 03:45:13, 166.0, 77.0, 66.2
2017-Aug-13 04:00:13, 165.0, 77.0, 66.2
2017-Aug-13 04:15:13, 165.0, 77.0, 66.2
2017-Aug-13 04:30:13, 164.0, 78.0, 66.2
2017-Aug-13 04:45:16, 163.0, 79.0, 66.2
2017-Aug-13 05:00:16, 163.0, 79.0, 66.2
2017-Aug-13 05:15:13, 161.0, 79.0, 66.2
2017-Aug-13 05:30:13, 162.0, 77.0, 66.2
2017-Aug-13 05:45:13, 163.0, 78.0, 66.2
2017-Aug-13 06:00:13, 162.0, 78.0, 66.2
2017-Aug-13 06:15:13, 161.0, 78.0, 66.2
2017-Aug-13 06:30:13, 160.0, 77.0, 66.2
2017-Aug-13 06:45:13, 160.0, 78.0, 64.4
2017-Aug-13 07:00:13, 159.0, 77.0, 64.4
2017-Aug-13 07:15:16, 158.0, 77.0, 64.4
2017-Aug-13 07:30:13, 157.0, 77.0, 64.4
2017-Aug-13 07:45:13, 155.0, 77.0, 64.4
2017-Aug-13 08:00:13, 156.0, 78.0, 64.4
2017-Aug-13 08:15:16, 154.0, 80.0, 64.4
2017-Aug-13 08:30:13, 154.0, 80.0, 64.4
2017-Aug-13 08:45:16, 154.0, 80.0, 64.4
2017-Aug-13 09:00:13, 154.0, 79.0, 64.4
2017-Aug-13 09:15:16, 182.0, 80.0, 64.4
2017-Aug-13 09:30:13, 182.0, 79.0, 64.4
2017-Aug-13 09:45:13, 182.0, 80.0, 64.4
2017-Aug-13 10:00:13, 183.0, 80.0, 64.4
2017-Aug-13 10:15:13, 183.0, 78.0, 66.2
2017-Aug-13 10:30:13, 184.0, 79.0, 66.2
2017-Aug-13 10:45:13, 184.0, 79.0, 66.2
2017-Aug-13 11:00:13, 183.0, 79.0, 66.2
2017-Aug-13 11:15:13, 184.0, 79.0, 66.2
2017-Aug-13 11:30:13, 185.0, 79.0, 66.2
2017-Aug-13 11:45:13, 185.0, 77.0, 68.0
2017-Aug-13 12:00:15, 185.0, 78.0, 68.0
2017-Aug-13 12:15:13, 186.0, 77.0, 68.0
2017-Aug-13 12:30:13, 186.0, 77.0, 68.0
2017-Aug-13 12:45:13, 186.0, 76.0, 68.0
2017-Aug-13 13:00:13, 187.0, 76.0, 68.0
2017-Aug-13 13:15:13, 188.0, 75.0, 69.8
2017-Aug-13 13:30:13, 189.0, 75.0, 69.8
2017-Aug-13 13:45:13, 189.0, 74.0, 69.8
2017-Aug-13 14:00:13, 189.0, 72.0, 69.8
2017-Aug-13 14:15:13, 189.0, 74.0, 69.8
2017-Aug-13 14:30:13, 190.0, 75.0, 69.8
2017-Aug-13 14:45:13, 190.0, 72.0, 71.6
2017-Aug-13 15:00:13, 191.0, 74.0, 71.6
2017-Aug-13 15:15:13, 192.0, 72.0, 71.6
2017-Aug-13 15:30:13, 192.0, 73.0, 71.6
2017-Aug-13 15:45:20, 188.0, 72.0, 71.6
2017-Aug-13 16:00:13, 192.0, 72.0, 71.6
2017-Aug-13 16:15:13, 194.0, 73.0, 71.6
2017-Aug-13 16:30:13, 192.0, 72.0, 71.6
2017-Aug-13 16:45:13, 193.0, 71.0, 71.6
2017-Aug-13 17:00:16, 193.0, 72.0, 71.6
2017-Aug-13 17:15:13, 192.0, 72.0, 71.6
2017-Aug-13 17:30:13, 193.0, 72.0, 71.6
2017-Aug-13 17:45:13, 190.0, 72.0, 71.6
2017-Aug-13 18:00:13, 193.0, 72.0, 71.6
2017-Aug-13 18:15:13, 191.0, 72.0, 71.6
2017-Aug-13 18:30:13, 193.0, 72.0, 71.6
2017-Aug-13 18:45:13, 192.0, 72.0, 71.6
2017-Aug-13 19:00:15, 192.0, 72.0, 71.6
2017-Aug-13 19:15:13, 191.0, 72.0, 71.6
2017-Aug-13 19:30:15, 190.0, 72.0, 71.6
2017-Aug-13 19:45:16, 190.0, 72.0, 71.6
2017-Aug-13 20:00:15, 189.0, 72.0, 69.8
2017-Aug-13 20:15:13, 189.0, 71.0, 69.8
2017-Aug-13 20:30:13, 188.0, 72.0, 69.8
